-7.771649118100747e-10,1.7525782386243823e-09,8.355645107502063e-10,5.107587476955301e-10,3.3814112131765806e-11,-1.5086298021143307e-13,2.1351271161699713e-13,-3.6235398837700395e-14,1.1152791469782781e-13,-4.0389672703407555e-15
3.124035696100843e-09,-1.8390044935584964e-09,-9.669068770415258e-10,6.11159092913139e-10,8.736134097814926e-12,-7.198379610517634e-13,-3.7731247139308373e-13,5.1480012643780496e-14,6.180666854397085e-14,3.817070341010845e-14
2.634826444244055e-09,1.8022614335617476e-09,-1.8476360368050918e-09,1.9845125410546861e-10,-2.4801725085097346e-12,5.246728416253832e-13,5.671317474961667e-13,-1.0047518916599672e-13,-3.708356924001396e-14,3.777384389328738e-14
-4.25911557687691e-09,3.174250325594913e-10,-1.0920319992776473e-10,-3.116324889347498e-10,6.016874945845667e-11,-2.938373261982256e-13,-3.9226622942948124e-14,-8.024289214919824e-14,2.638533456703887e-14,1.9820808505526924e-15
4.937477285335005e-09,-9.373076907005411e-10,-1.2312470591388644e-09,-2.1701354452756658e-10,1.7530041730871968e-14,-2.5060368588449917e-13,-1.567028103067051e-13,-2.9887074259556136e-16,2.9581242014882715e-14,-6.391473046254706e-15
2.120659765432739e-09,-1.3088410036324873e-09,1.5469773803920556e-09,-1.0264031751508078e-10,-4.422469363716681e-12,-7.443182845968085e-14,-5.207675728729566e-14,-1.563985123574249e-14,-2.6802894705650487e-14,-1.0229309644218363e-14
2.047022582259176e-09,2.1815619608516574e-09,-1.787264109380276e-09,3.044090984945103e-10,2.848498274392414e-12,-9.205934696904442e-13,-4.858464967992969e-13,-5.058687361411331e-14,-5.5994216033337585e-14,1.8853369786905826e-14
4.9191558796366225e-09,-8.474269030838817e-10,-1.0617887887930292e-09,-2.460713903038873e-10,2.2441568608595767e-13,-2.2588159598543678e-13,-1.3940290994853036e-13,-4.019129469451646e-15,2.5157307778487525e-14,-6.622849334260825e-15
1.8462993584487483e-09,2.07478435352387e-09,-1.9166147190044075e-09,3.197485391874425e-10,-1.2796110217491862e-11,9.443926954503795e-13,8.994940122045395e-13,-5.817649756699773e-14,1.8191825973715607e-13,-8.219267337201284e-15
3.488548167562726e-09,9.593665625429186e-10,-1.585625873049122e-09,5.140352518751135e-12,1.3106511915842533e-12,7.345437742692097e-13,6.849304385987732e-13,-8.652558071310133e-14,-1.1913728849549761e-14,3.608300284510195e-14
-5.02654558328908e-09,6.534887668454515e-11,-3.133897579297328e-10,-5.19469908729198e-10,-3.0267266956509856e-11,-1.6036440190266934e-13,-2.54627874227474e-13,-5.917696353502551e-14,3.9945671598340066e-14,5.828091893517613e-16
-4.969482193995268e-10,1.944299742540838e-09,7.817250813224119e-10,5.126794426171311e-10,-3.225538339216734e-12,-8.246616138572491e-13,-4.2400954078380047e-13,-5.700958192102436e-14,-9.90608883907163e-14,1.579343733479394e-14
3.8303004289354834e-09,2.2521255899231712e-10,-1.0837899553497886e-09,-9.485345070398081e-11,1.8612727835789732e-11,-4.802103586051682e-13,-2.2841487190305257e-13,-3.12218997866882e-14,-2.227394139211209e-14,-7.459495756303918e-15
2.3888851550214873e-09,-1.0570164594527816e-09,1.6419967566874539e-09,-9.136343403573042e-11,-3.6347646596875132e-12,-9.039703278511858e-14,-4.792225145178028e-14,-1.7088136175762514e-14,-2.7452352642285278e-14,-7.19220878284678e-15
-2.342623967914858e-09,-3.87902479453221e-09,-4.463351140217241e-11,4.035475066746722e-10,2.1579891948530083e-11,3.1176279801042855e-13,2.7841080436504166e-13,-2.0718134393093536e-14,-2.4225046427412345e-14,2.426506881916211e-14
2.1638587989983906e-09,2.221414114830258e-09,-1.8790402488068116e-09,2.7921909063645693e-10,-1.7455454508172034e-11,1.0085866363079967e-12,8.927830902974682e-13,-1.3449532962292908e-13,-5.1800344768803623e-14,-2.686758030246449e-14
-2.1901637196226024e-09,1.0788783686366803e-09,4.407400873038793e-10,1.7496428442424351e-10,-2.2653000549626614e-11,-5.731376793911476e-13,-3.603088155493151e-13,-8.69028105634088e-15,1.0779461961988071e-13,2.4340941532373827e-15
4.896271299730528e-09,-8.181238531213921e-10,-1.138904632875895e-09,-3.200950221169225e-10,2.0319515548442335e-13,7.48014984229007e-14,7.424070484340249e-14,-2.0342103156439522e-14,2.260801036773387e-14,-8.729841402784352e-15
